Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,source,Item_Visibility_MeanRatio,Item_Type_Aggregate,Outlet_Years
FDD48,12.6,Low Fat,0.030012644,Baking Goods,116.1176,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.9251308061639788,Low Sales,28
FDY39,5.305,Regular,0.0470198,Meat,182.7608,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.870865881482931,Medium Sales,9
FDO48,15,Regular,0.04492594,Baking Goods,221.9456,OUT010,1998,Small,Tier 3,Grocery Store,NA,test,1.5560144056307312,Low Sales,15
FDD23,12.6,Regular,0.048449768,Starchy Foods,185.5898,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.9942317072962708,High Sales,28
DRN35,12.6,Low Fat,0.069907412,Hard Drinks,36.9532,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.9251308180963587,Medium Sales,28
FDT01,13.65,Regular,0.184132888,Canned,214.0902,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.9333075232016491,High Sales,9
FDC20,10.65,Low Fat,0.040123315,Fruits and Vegetables,54.6272,OUT010,1998,Small,Tier 3,Grocery Store,NA,test,1.458576940755688,High Sales,15
DRJ35,10.1,Low Fat,0.046575743,Hard Drinks,62.1878,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,1.0148264034472305,Medium Sales,9
FDB32,20.6,Low Fat,0.023452939,Fruits and Vegetables,93.6778,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,0.8747287948589518,High Sales,16
FDL24,10.3,Regular,0.024896589,Baking Goods,173.2422,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,0.9990697496638775,Low Sales,16
NCV42,6.26,Non-Consumable,0.031416038,Household,112.5228,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.8745633942541516,High Sales,9
FDZ46,7.485,Low Fat,0.06912372,Snack Foods,109.2228,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,0.9990697476676524,High Sales,16
FDC15,18.1,Low Fat,0.177820954,Dairy,155.7288,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.92885898829492,High Sales,26
FDD08,12.6,Low Fat,0.061900923,Fruits and Vegetables,37.8506,OUT019,1985,Small,Tier 1,Grocery Store,NA,test,1.5315372036335992,High Sales,28
FDY50,5.8,Low Fat,0.1146828195,Dairy,88.8172,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,0.8888888888888888,High Sales,14
FDD36,13.3,Low Fat,0.021255857,Baking Goods,119.1124,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.9288589764394062,Low Sales,26
FDG57,12.6,Low Fat,0.071948252,Fruits and Vegetables,48.8034,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.9251308191118975,High Sales,28
FDL21,15.85,Regular,0.007175526,Snack Foods,40.848,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.9260468925807851,High Sales,4
FDN16,12.6,Regular,0.06239666,Frozen Foods,101.999,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.9178236883109973,Medium Sales,28
FDJ09,12.6,Low Fat,0.058112049,Snack Foods,45.5744,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,1.0601517037780888,High Sales,28
FDS01,11.6,Low Fat,0.02970149,Canned,179.3686,OUT010,1998,Small,Tier 3,Grocery Store,NA,test,1.4588207814768352,High Sales,15
FDV33,9.6,Regular,0.027498277,Snack Foods,260.2304,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,1.0047208947048458,High Sales,6
DRE12,4.59,Low Fat,0.071180921,Soft Drinks,114.186,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,1.0208286563110336,Low Sales,6
FDR07,21.35,Low Fat,0.077679213,Fruits and Vegetables,97.2094,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.8740008690838554,High Sales,26
FDP48,7.52,Regular,0.073685833,Baking Goods,183.895,OUT010,1998,Small,Tier 3,Grocery Store,NA,test,1.4442981332602396,Low Sales,15
NCB55,15.7,Non-Consumable,0.160632642,Household,57.8562,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.9221155222113269,High Sales,9
FDQ08,15.7,Regular,0.018914599,Fruits and Vegetables,59.6536,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.8740008731414554,High Sales,26
FDR34,17,Regular,0.01596229,Snack Foods,230.8352,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.9221155417935027,High Sales,9
FDO33,14.75,Low Fat,0.089322461,Snack Foods,112.2518,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,0.9991586821587287,High Sales,16
FDP13,8.1,Regular,0.134595967,Canned,38.448,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.8644012330635621,High Sales,11
FDX12,18.2,Regular,0.022243204222222222,Baking Goods,243.0196,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,0.8181818181818181,Low Sales,14
NCT06,17.1,Non-Consumable,0.03879778,Household,166.3842,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,0.9267037999462634,High Sales,14
FDR16,12.6,Regular,0.10167048940000001,Frozen Foods,213.7218,OUT019,1985,Small,Tier 1,Grocery Store,NA,test,0.9090909090909092,Medium Sales,28
FDE36,5.26,Regular,0.041772386,Baking Goods,165.0868,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,0.8710305895455347,Low Sales,16
FDZ36,6.035,Regular,0.065886059,Baking Goods,184.924,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,0.8723848038315136,Low Sales,14
FDV13,17.35,Regular,0.027666863,Canned,87.9856,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,1.001095902763063,High Sales,11
NCZ17,12.15,Non-Consumable,0.079416624,Health and Hygiene,36.2506,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.9334778090217277,Low Sales,9
FDU56,16.85,Low Fat,0.044504129,Fruits and Vegetables,183.5266,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,1.066611243977646,High Sales,11
FDM09,11.15,Regular,0.085915295,Snack Foods,170.779,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.8745633874470189,High Sales,9
FDV02,16.75,Low Fat,0.060888099,Dairy,171.9106,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,1.0047209021389956,High Sales,6
FDS34,19.35,Regular,0.07707176,Snack Foods,112.8518,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,1.003139538996517,High Sales,4
FDA11,7.75,Low Fat,0.043306047,Baking Goods,95.3436,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,0.9148175736812302,Low Sales,14
FDP09,19.75,Low Fat,0.034081551,Snack Foods,211.7902,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,0.8796766154450345,High Sales,6
FDB29,12.6,Regular,0.05215787,Frozen Foods,114.4176,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.9942317028227781,Medium Sales,28
FDT19,7.59,Regular,0.1512262496,Fruits and Vegetables,172.808,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,0.9090909090909091,High Sales,6
DRH15,8.775,Low Fat,0.110532975,Dairy,44.2428,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,0.9299777958823663,High Sales,6
FDY38,13.6,Regular,0.119176431,Dairy,233.93,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,0.9222899183449483,High Sales,16
FDF14,12.6,Low Fat,0.027038245,Canned,151.834,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.9942317029038432,High Sales,28
FDN48,13.35,Low Fat,0.108714206,Baking Goods,93.2804,OUT010,1998,Small,Tier 3,Grocery Store,NA,test,1.4641166652987876,Low Sales,15
FDQ12,12.65,Low Fat,0.03538128,Baking Goods,230.701,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.8740008685594344,Low Sales,26
NCJ43,6.635,Non-Consumable,0.027124299,Household,172.9396,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.9353771600762089,High Sales,11
FDE17,12.6,Regular,0.095344543,Frozen Foods,152.3366,OUT019,1985,Small,Tier 1,Grocery Store,NA,test,1.6311218123844435,Medium Sales,28
FDB05,5.155,Low Fat,0.08318261,Frozen Foods,248.8776,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.922115526389351,Medium Sales,9
FDH10,21,Low Fat,0.049405001,Snack Foods,192.8478,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.8765027580048885,High Sales,11
NCR06,12.5,Non-Consumable,0.006803416,Household,40.8112,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,1.0047209620187232,High Sales,6
FDU32,8.785,Low Fat,0.026073405,Fruits and Vegetables,121.4414,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.9552613867586839,High Sales,4
FDD56,15.2,Regular,0.103939618,Fruits and Vegetables,173.6054,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,0.8760887615397703,High Sales,14
FDO36,19.7,Low Fat,0.078231229,Baking Goods,181.466,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.87498476793504,Low Sales,4
FDH16,10.5,Low Fat,0.087966875,Frozen Foods,91.583,OUT010,1998,Small,Tier 3,Grocery Store,NA,test,1.5560143956049626,Medium Sales,15
FDX10,6.385,Regular,0.124214471,Snack Foods,35.5874,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.9287671722892078,High Sales,4
FDZ37,8.1,Regular,0.019880322,Canned,88.0198,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,1.0204120454495738,High Sales,6
FDU31,10.5,Regular,0.041829904,Fruits and Vegetables,217.8508,OUT010,1998,Small,Tier 3,Grocery Store,NA,test,1.4641166738249174,High Sales,15
DRC49,8.67,Low Fat,0.065538317,Soft Drinks,141.8128,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,0.9237238271645504,Low Sales,14
FDL15,17.85,Low Fat,0.046729336,Meat,152.5682,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.876502772743286,Medium Sales,11
FDN32,12.6,Low Fat,0.0150643718,Fruits and Vegetables,186.0266,OUT019,1985,Small,Tier 1,Grocery Store,NA,test,0.9090909090909091,High Sales,28
DRH59,12.6,Low Fat,0.058150483,Hard Drinks,74.138,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.9286940110052564,Medium Sales,28
NCU29,7.685,Non-Consumable,0.025517058,Health and Hygiene,147.476,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,0.8760887529003314,Low Sales,14
FDR37,12.6,Regular,0.0641378066,Breakfast,183.7292,OUT019,1985,Small,Tier 1,Grocery Store,NA,test,0.909090909090909,Medium Sales,28
FDS14,7.285,Low Fat,0.050167414,Dairy,156.9288,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.9292024086131725,High Sales,4
FDU02,12.6,Low Fat,0.102015088,Dairy,227.2352,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.9178236897256036,High Sales,28
FDJ08,11.1,Low Fat,0.110651177,Fruits and Vegetables,192.7846,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.9221155183365783,High Sales,9
NCZ06,19.6,Non-Consumable,0.094352624,Household,253.8698,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.9241603439588763,High Sales,11
FDO31,6.76,Regular,0.029027743,Fruits and Vegetables,81.396,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,0.8760887788687738,High Sales,14
FDH31,12,Regular,0.020494302,Meat,101.2042,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,1.103095086771053,Medium Sales,4
FDS58,9.285,Regular,0.021125435,Snack Foods,159.7578,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,0.9300661635811446,High Sales,6
NCA53,12.6,Non-Consumable,0.009830622,Health and Hygiene,48.9034,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.9202689438122964,Low Sales,28
FDF50,4.905,Low Fat,0.08808420912500001,Canned,197.7768,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,0.8,High Sales,16
NCW42,18.2,Non-Consumable,0.058559885,Household,222.6456,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,0.8727897661472898,High Sales,14
NCQ17,10.3,Non-Consumable,0.117169698,Health and Hygiene,156.163,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.8608055988319011,Low Sales,11
FDK51,19.85,Low Fat,0.005256469,Dairy,264.0884,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.9370658232118869,High Sales,4
NCW41,18,Non-Consumable,0.025860761,Health and Hygiene,157.1604,OUT010,1998,Small,Tier 3,Grocery Store,NA,test,1.5510152546966511,Low Sales,15
NCR29,7.565,Non-Consumable,0.054949947,Health and Hygiene,54.993,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,0.9275067664032881,Low Sales,6
FDB08,12.6,Low Fat,0.054457963,Fruits and Vegetables,158.8578,OUT019,1985,Small,Tier 1,Grocery Store,NA,test,1.6615813908896193,High Sales,28
FDA40,12.6,Regular,0.098790484,Frozen Foods,85.8856,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.9287446572553995,Medium Sales,28
FDL14,8.115,Regular,0.032289868,Canned,157.6972,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.8782920609993818,High Sales,4
FDB47,8.8,Low Fat,0.071429389,Snack Foods,207.4612,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,0.9296326044382773,High Sales,16
FDO03,10.395,Regular,0.036876003,Meat,228.3352,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.9245721913632833,Medium Sales,9
DRK13,12.6,Low Fat,0.201643565,Soft Drinks,197.7084,OUT019,1985,Small,Tier 1,Grocery Store,NA,test,1.5315372018449174,Low Sales,28
FDX13,7.725,Low Fat,0.079978878,Canned,248.3092,OUT010,1998,Small,Tier 3,Grocery Store,NA,test,1.4593946995793017,High Sales,15
FDF52,9.3,Low Fat,0.066783292,Frozen Foods,183.0292,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,0.871907667488675,Medium Sales,16
FDT11,5.94,Regular,0.029347924,Breads,188.4556,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.8740008618466554,High Sales,26
FDB08,6.055,Low Fat,0.026815728333333334,Fruits and Vegetables,160.1578,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.8181818181818181,High Sales,26
FDQ28,14,Regular,0.0630135894,Frozen Foods,155.6656,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.9090909090909091,Medium Sales,4
FDD29,12.15,Low Fat,0.018447852,Frozen Foods,252.6698,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.9315179412309866,Medium Sales,11
NCQ29,12.6,Non-Consumable,0.103725396,Health and Hygiene,261.7278,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.8676854192729878,Low Sales,28
NCO02,11.15,Non-Consumable,0.073307104,Others,65.2142,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.9242293553489364,Low Sales,26
FDR56,15.5,Regular,0.168661356,Fruits and Vegetables,195.8768,OUT010,1998,Small,Tier 3,Grocery Store,NA,test,1.5560143933403194,High Sales,15
NCM54,17.7,Non-Consumable,0.051018257,Household,125.2678,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,0.8727897578499287,High Sales,14
FDP51,13.85,Regular,0.085258864,Meat,116.8124,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.9221155256441577,Medium Sales,9
FDT38,18.7,Low Fat,0.057489563,Dairy,84.7566,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.9982383407655903,High Sales,26
FDZ20,16.1,Low Fat,0.034446714,Fruits and Vegetables,253.3356,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.8745787942828218,High Sales,4
FDJ53,10.5,Low Fat,0.071198613,Frozen Foods,120.6098,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.8740008629821857,Medium Sales,26
FDX13,7.725,Low Fat,0.047857249,Canned,249.2092,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,0.8732632574196256,High Sales,14
FDP58,11.1,Low Fat,0.135116764,Snack Foods,220.4482,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.9248242077291758,High Sales,9
NCK31,12.6,Non-Consumable,0.047357161,Others,51.9666,OUT019,1985,Small,Tier 1,Grocery Store,NA,test,1.5315371986311326,Low Sales,28
FDA35,14.85,Regular,0.054056872,Baking Goods,123.2072,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,1.003139534294101,Low Sales,4
FDV37,13,Regular,0.083854075,Canned,198.7426,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.933419538691417,High Sales,4
NCO07,12.6,Non-Consumable,0.009728926,Others,213.656,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.9178237174492351,Low Sales,28
FDA20,6.78,Low Fat,0.066756194,Fruits and Vegetables,187.324,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,1.0010958883381829,High Sales,11
FDZ59,6.63,Regular,0.104001913,Baking Goods,168.45,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.8745633908776883,Low Sales,9
NCY17,18.2,Non-Consumable,0.164018678,Health and Hygiene,44.9086,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,1.0570796823642032,Low Sales,6
FDQ28,14,Regular,0.060415636,Frozen Foods,153.1656,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.8716104887455507,Medium Sales,9
FDV35,19.5,Low Fat,0.128931187,Breads,154.6314,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,0.9275067651830279,High Sales,6
FDQ36,7.855,Regular,0.161413005,Baking Goods,35.2848,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,1.049955354871101,Low Sales,26
FDD34,7.945,Low Fat,0.01594096,Snack Foods,163.121,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,1.0031395069930746,High Sales,4
FDK51,19.85,Low Fat,0.005048548333333333,Dairy,265.0884,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.8999999999999999,High Sales,11
FDV31,9.8,Low Fat,0.106697143,Fruits and Vegetables,175.637,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.9330366770445301,High Sales,9
FDR04,7.075,Low Fat,0.022562708,Frozen Foods,95.9068,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.9333075235854318,Medium Sales,9
FDR14,11.65,Low Fat,0.174319632,Dairy,55.5298,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,0.8760887632171728,High Sales,14
DRC36,13,Regular,0.075295456,Soft Drinks,174.4054,OUT010,1998,Small,Tier 3,Grocery Store,NA,test,1.458487048921283,Low Sales,15
FDE39,12.6,Low Fat,0.063266852,Dairy,120.6782,OUT019,1985,Small,Tier 1,Grocery Store,NA,test,1.6148105909722363,High Sales,28
FDP57,17.5,Low Fat,0.052525654,Snack Foods,104.399,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,0.9344966397054592,High Sales,14
FDE57,9.6,Low Fat,0.036285125,Fruits and Vegetables,141.2154,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,0.9990697373915283,High Sales,16
NCN18,8.895,Non-Consumable,0.12471467,Household,111.4544,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,1.0655862861377787,High Sales,16
NCQ05,11.395,Non-Consumable,0.021694101,Health and Hygiene,150.0708,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.9159773505451041,Low Sales,4
FDW47,15,Low Fat,0.046366458,Breads,119.9414,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.8745633955229172,High Sales,9
FDV46,18.2,Low Fat,0.012605492,Snack Foods,137.818,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.9248741950075619,High Sales,9
NCP29,8.42,Non-Consumable,0.112498699,Health and Hygiene,62.8168,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.8605840322361498,Low Sales,11
FDE09,8.775,Low Fat,0.021691386,Fruits and Vegetables,110.5228,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.8751151857783144,High Sales,4
NCU06,12.6,Non-Consumable,0.074046742,Household,229.801,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.9095813717977804,High Sales,28
FDT19,7.59,Regular,0.242768664,Fruits and Vegetables,173.708,OUT010,1998,Small,Tier 3,Grocery Store,NA,test,1.4593946886754339,High Sales,15
DRF15,18.35,Low Fat,0.033401862,Dairy,152.234,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,0.8762942024824703,High Sales,6
DRI51,17.25,Low Fat,0.042206477,Dairy,170.2764,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.9324873844124386,High Sales,26
NCX54,9.195,Non-Consumable,0.048019877,Household,104.26220000000001,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.9288589916181406,High Sales,26
DRE01,10.1,Low Fat,0.167016095,Soft Drinks,241.5512,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.9288589847721744,Low Sales,26
NCB07,19.2,Non-Consumable,0.077664737,Household,195.511,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.9315179310702463,High Sales,11
FDU50,5.75,Regular,0.075155997,Dairy,114.1176,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,1.0151914031556708,High Sales,9
FDG40,13.65,Low Fat,0.039816816,Frozen Foods,34.1558,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.8745633897761835,Medium Sales,9
FDW10,21.2,Low Fat,0.070964186,Snack Foods,175.637,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.8867962594762894,High Sales,4
FDX51,9.5,Regular,0.022040367,Meat,194.1452,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.9288589782589324,Medium Sales,26
NCP17,19.35,Non-Consumable,0.027770577,Health and Hygiene,63.1168,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,1.0529325361429183,Low Sales,11
FDP21,7.42,Regular,0.025735975,Snack Foods,187.7872,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.8745633941226619,High Sales,9
FDL04,19,Low Fat,0.112150406,Frozen Foods,105.26220000000001,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.9241603464832745,Medium Sales,11
FDV23,11,Low Fat,0.105748691,Breads,123.1046,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.930830720424976,High Sales,26
FDF24,15.5,Regular,0.025370468,Baking Goods,81.1934,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,0.9296326161138087,Low Sales,16
FDH56,12.6,Regular,0.063508168,Fruits and Vegetables,113.8492,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.8704928747965809,High Sales,28
FDB51,6.92,Low Fat,0.038513862,Dairy,61.5852,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,1.0006230338745001,High Sales,14
FDI58,12.6,Regular,0.070362085,Snack Foods,95.112,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.9942317123006466,High Sales,28
FDR20,20,Regular,0.028100349,Fruits and Vegetables,46.9744,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,1.0107163281412928,High Sales,26
FDC51,10.895,Regular,0.009661057,Dairy,122.973,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.9363245789755349,High Sales,4
FDB16,12.6,Low Fat,0.044708228,Dairy,86.2198,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.9942317014775387,High Sales,28
FDE40,15.6,Regular,0.099297902,Dairy,60.5194,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,0.9267038044402375,High Sales,14
NCM17,7.93,Non-Consumable,0.071122419,Health and Hygiene,43.7086,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.9294568239291888,Low Sales,9
FDU56,16.85,Low Fat,0.033379831125,Fruits and Vegetables,185.3266,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.7999999999999999,High Sales,9
FDS32,12.6,Regular,0.051920175,Fruits and Vegetables,140.9838,OUT019,1985,Small,Tier 1,Grocery Store,NA,test,1.5260667205472804,High Sales,28
FDX02,16,Low Fat,0.057148803,Dairy,224.3404,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,1.0006230322022402,High Sales,14
